@RELATION RUN_EVALUATIONS

@ATTRIBUTE openml_data_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
1,1,1870_weka.InputMappedClassifier_ZeroR,0.761693,ok
1,1,1871_weka.OSDL,0,other
1,1,1872_weka.VFI,0.722717,ok
1,1,1873_weka.IB1,0.989978,ok
1,1,1874_weka.IBk,0.989978,ok
1,1,1875_weka.KStar,0.953229,ok
1,1,1876_weka.LBR,0,other
1,1,1877_weka.LWL_DecisionStump,0.955457,ok
1,1,1879_weka.KernelLogisticRegression_PolyKernel,0,other
1,1,1880_weka.LibLINEAR,0.750557,ok
1,1,1882_weka.Logistic,0.988864,ok
1,1,1885_weka.RBFClassifier,0.889755,ok
1,1,1888_weka.SGD,0,other
1,1,1913_weka.NaiveBayes,0.865256,ok
1,1,1914_weka.FilteredClassifier_Standardize_NaiveBayes,0.860802,ok
1,1,1916_weka.AttributeSelectedClassifier_PrincipalComponents_Ranker_J48,0.95657,ok
1,1,1917_weka.FilteredClassifier_PrincipalComponents_J48,0.95657,ok
1,1,1918_weka.A1DE,0.987751,ok
1,1,1919_weka.A2DE,0.988864,ok
1,1,1921_weka.BayesNet_K2,0.961024,ok
1,1,1924_weka.LibSVM,0.85078,ok
1,1,2015_weka.HNB,0,other
1,1,2016_weka.KernelLogisticRegression_RBFKernel,0,other
1,1,2017_weka.LibLINEAR,0.631403,ok
1,1,2019_weka.SimpleLogistic,0.992205,ok
1,1,2020_weka.SMO_PolyKernel,0.973274,ok
1,1,2021_weka.SMO_RBFKernel,0.916481,ok
1,1,2022_weka.SPegasos,0,other
1,1,2023_weka.Winnow,0,other
1,1,2024_weka.IBk,0.971047,ok
1,1,2025_weka.IBk,0.969933,ok
1,1,2026_weka.AdaBoostM1_DecisionStump,0.836303,ok
1,1,2027_weka.AdaBoostM1_DecisionStump,0.836303,ok
1,1,2028_weka.AdaBoostM1_DecisionStump,0.836303,ok
1,1,2029_weka.AdaBoostM1_DecisionStump,0.836303,ok
1,1,2030_weka.AdaBoostM1_DecisionStump,0.836303,ok
1,1,2031_weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_J48,0.966592,ok
1,1,2032_weka.Bagging_REPTree,0.98441,ok
1,1,2033_weka.Bagging_REPTree,0.985523,ok
1,1,2034_weka.Bagging_REPTree,0.986637,ok
1,1,2035_weka.Bagging_REPTree,0.989978,ok
1,1,2036_weka.Bagging_REPTree,0.989978,ok
1,1,2037_weka.Dagging_DecisionStump,0.836303,ok
1,1,2038_weka.Decorate,0.991091,ok
1,1,2039_weka.END_ND_J48,0.988864,ok
1,1,2040_weka.Grading_ZeroR,0.761693,ok
1,1,2041_weka.LogitBoost_DecisionStump,0.98441,ok
1,1,2042_weka.LogitBoost_DecisionStump,0.988864,ok
1,1,2043_weka.LogitBoost_DecisionStump,0.992205,ok
1,1,2044_weka.LogitBoost_DecisionStump,0.994432,ok
1,1,2045_weka.LogitBoost_DecisionStump,0.983296,ok
1,1,2046_weka.MultiBoostAB_DecisionStump,0.776169,ok
1,1,2047_weka.MultiBoostAB_DecisionStump,0.836303,ok
2,1,2048_weka.MultiBoostAB_DecisionStump,0.836303,ok
2,1,2049_weka.MultiBoostAB_DecisionStump,0.836303,ok
2,1,2050_weka.MultiBoostAB_DecisionStump,0.836303,ok
2,1,2051_weka.RacedIncrementalLogitBoost_DecisionStump,0.761693,ok
2,1,2052_weka.RandomSubSpace_REPTree,0.856347,ok
2,1,2053_weka.RandomSubSpace_REPTree,0.867483,ok
2,1,2054_weka.RandomSubSpace_REPTree,0.890869,ok
2,1,2055_weka.RandomSubSpace_REPTree,0.879733,ok
2,1,2056_weka.RandomSubSpace_REPTree,0.876392,ok
2,1,2057_weka.RealAdaBoost_DecisionStump,0,other
2,1,2058_weka.RealAdaBoost_DecisionStump,0,other
2,1,2059_weka.RealAdaBoost_DecisionStump,0,other
2,1,2060_weka.RealAdaBoost_DecisionStump,0,other
2,1,2061_weka.RealAdaBoost_DecisionStump,0,other
2,1,2062_weka.RotationForest_PrincipalComponents_J48,0.957684,ok
2,1,2063_weka.RotationForest_PrincipalComponents_J48,0.961024,ok
2,1,2064_weka.RotationForest_PrincipalComponents_J48,0.96882,ok
2,1,2065_weka.RotationForest_PrincipalComponents_J48,0.966592,ok
2,1,2066_weka.RotationForest_PrincipalComponents_J48,0.969933,ok
2,1,2067_weka.FURIA,0.986637,ok
2,1,2069_weka.ADTree,0,other
2,1,2070_weka.LADTree,0.969933,ok
2,1,2166_weka.FilteredClassifier_Discretize_J48,0.906459,ok
2,1,1838_weka.J48,0.912027,ok
2,1,1839_weka.ZeroR,0.761693,ok
2,1,1840_weka.Ridor,0.969933,ok
2,1,1841_weka.OneR,0.836303,ok
2,1,1842_weka.Prism,0,other
2,1,1843_weka.PART,0.946548,ok
2,1,1844_weka.OLM,0.329621,ok
2,1,1845_weka.NNge,0.993318,ok
2,1,1846_weka.SimpleCart,0.933185,ok
2,1,1847_weka.REPTree,0.917595,ok
2,1,1848_weka.RandomTree,0.92539,ok
2,1,1849_weka.RandomForest,0.944321,ok
2,1,1850_weka.NBTree,0.975501,ok
2,1,1852_weka.LMT,0.955457,ok
2,1,1854_weka.J48graft,0.914254,ok
2,1,1856_weka.Id3,0,other
2,1,1857_weka.HoeffdingTree,0.761693,ok
2,1,1858_weka.FT,0.924276,ok
2,1,1859_weka.ExtraTree,0,other
2,1,1860_weka.DecisionStump,0.771715,ok
2,1,1861_weka.BFTree,0.923163,ok
2,1,1864_weka.JRip,0.951002,ok
2,1,1866_weka.DecisionTable_BestFirst,0.953229,ok
2,1,1867_weka.ConjunctiveRule,0.836303,ok
2,1,1868_weka.CHIRP,0,other
2,1,1869_weka.HyperPipes,0.977728,ok
2,1,1870_weka.InputMappedClassifier_ZeroR,0.761693,ok
2,1,1871_weka.OSDL,0,other
2,1,1872_weka.VFI,0.749443,ok
2,1,1873_weka.IB1,0.949889,ok
2,1,1874_weka.IBk,0.949889,ok
2,1,1875_weka.KStar,0.008909,ok
2,1,1876_weka.LBR,0,other
2,1,1877_weka.LWL_DecisionStump,0.91314,ok
2,1,1879_weka.KernelLogisticRegression_PolyKernel,0,other
2,1,1880_weka.LibLINEAR,0.459911,ok
2,1,1882_weka.Logistic,0.874165,ok
2,1,1885_weka.RBFClassifier,0.824053,ok
2,1,1888_weka.SGD,0,other
2,1,1913_weka.NaiveBayes,0.746102,ok
2,1,1914_weka.FilteredClassifier_Standardize_NaiveBayes,0.740535,ok
2,1,1916_weka.AttributeSelectedClassifier_PrincipalComponents_Ranker_J48,0.88196,ok
2,1,1917_weka.FilteredClassifier_PrincipalComponents_J48,0.88196,ok
2,1,1918_weka.A1DE,0.966592,ok
2,1,1919_weka.A2DE,0.973274,ok
2,1,1921_weka.BayesNet_K2,0.926503,ok
2,1,1924_weka.LibSVM,0.844098,ok
2,1,2015_weka.HNB,0,other
2,1,2016_weka.KernelLogisticRegression_RBFKernel,0,other
2,1,2017_weka.LibLINEAR,0.459911,ok
2,1,2019_weka.SimpleLogistic,0.887528,ok
2,1,2020_weka.SMO_PolyKernel,0.86971,ok
2,1,2021_weka.SMO_RBFKernel,0.761693,ok
2,1,2022_weka.SPegasos,0,other
2,1,2023_weka.Winnow,0,other
2,1,2024_weka.IBk,0.935412,ok
2,1,2025_weka.IBk,0.934298,ok
2,1,2026_weka.AdaBoostM1_DecisionStump,0.836303,ok
2,1,2027_weka.AdaBoostM1_DecisionStump,0.836303,ok
2,1,2028_weka.AdaBoostM1_DecisionStump,0.836303,ok
2,1,2029_weka.AdaBoostM1_DecisionStump,0.836303,ok
2,1,2030_weka.AdaBoostM1_DecisionStump,0.836303,ok
2,1,2031_weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_J48,0.900891,ok
2,1,2032_weka.Bagging_REPTree,0.935412,ok
2,1,2033_weka.Bagging_REPTree,0.932071,ok
2,1,2034_weka.Bagging_REPTree,0.932071,ok
2,1,2035_weka.Bagging_REPTree,0.936526,ok
2,1,2036_weka.Bagging_REPTree,0.937639,ok
2,1,2037_weka.Dagging_DecisionStump,0.836303,ok
2,1,2038_weka.Decorate,0,other
2,1,2039_weka.END_ND_J48,0.94098,ok
2,1,2040_weka.Grading_ZeroR,0.761693,ok
2,1,2041_weka.LogitBoost_DecisionStump,0.987751,ok
2,1,2042_weka.LogitBoost_DecisionStump,0.992205,ok
2,1,2043_weka.LogitBoost_DecisionStump,0.996659,ok
2,1,2044_weka.LogitBoost_DecisionStump,0.996659,ok
2,1,2045_weka.LogitBoost_DecisionStump,0.993318,ok
2,1,2046_weka.MultiBoostAB_DecisionStump,0.777283,ok
2,1,2047_weka.MultiBoostAB_DecisionStump,0.836303,ok
3,1,2048_weka.MultiBoostAB_DecisionStump,0.938986,ok
3,1,2049_weka.MultiBoostAB_DecisionStump,0.938673,ok
3,1,2050_weka.MultiBoostAB_DecisionStump,0.948686,ok
3,1,2051_weka.RacedIncrementalLogitBoost_DecisionStump,0.86796,ok
3,1,2052_weka.RandomSubSpace_REPTree,0.96433,ok
3,1,2053_weka.RandomSubSpace_REPTree,0.967146,ok
3,1,2054_weka.RandomSubSpace_REPTree,0.967459,ok
3,1,2055_weka.RandomSubSpace_REPTree,0.970901,ok
3,1,2056_weka.RandomSubSpace_REPTree,0.970275,ok
3,1,2057_weka.RealAdaBoost_DecisionStump,0.940238,ok
3,1,2058_weka.RealAdaBoost_DecisionStump,0.947434,ok
3,1,2059_weka.RealAdaBoost_DecisionStump,0.947434,ok
3,1,2060_weka.RealAdaBoost_DecisionStump,0.947434,ok
3,1,2061_weka.RealAdaBoost_DecisionStump,0.947434,ok
3,1,2062_weka.RotationForest_PrincipalComponents_J48,0.994994,ok
3,1,2063_weka.RotationForest_PrincipalComponents_J48,0.99562,ok
3,1,2064_weka.RotationForest_PrincipalComponents_J48,0.994994,ok
3,1,2065_weka.RotationForest_PrincipalComponents_J48,0.995932,ok
3,1,2066_weka.RotationForest_PrincipalComponents_J48,0.994681,ok
3,1,2067_weka.FURIA,0.993429,ok
3,1,2069_weka.ADTree,0.959011,ok
3,1,2070_weka.LADTree,0.961827,ok
3,1,2166_weka.FilteredClassifier_Discretize_J48,0.994681,ok
3,1,1838_weka.J48,0.994681,ok
3,1,1839_weka.ZeroR,0.522215,ok
3,1,1840_weka.Ridor,0.883917,ok
3,1,1841_weka.OneR,0.674593,ok
3,1,1842_weka.Prism,0.981539,ok
3,1,1843_weka.PART,0.9903,ok
3,1,1844_weka.OLM,0.567584,ok
3,1,1845_weka.NNge,0.981852,ok
3,1,1846_weka.SimpleCart,0.992491,ok
3,1,1847_weka.REPTree,0.9903,ok
3,1,1848_weka.RandomTree,0.952441,ok
3,1,1849_weka.RandomForest,0.9903,ok
3,1,1850_weka.NBTree,0.980288,ok
3,1,1852_weka.LMT,0.995932,ok
3,1,1854_weka.J48graft,0.994368,ok
3,1,1856_weka.Id3,0.996245,ok
3,1,1857_weka.HoeffdingTree,0.938673,ok
3,1,1858_weka.FT,0.989049,ok
3,1,1859_weka.ExtraTree,0,other
3,1,1860_weka.DecisionStump,0.660513,ok
3,1,1861_weka.BFTree,0.992491,ok
3,1,1864_weka.JRip,0.989987,ok
3,1,1866_weka.DecisionTable_BestFirst,0.973717,ok
3,1,1867_weka.ConjunctiveRule,0.660513,ok
3,1,1868_weka.CHIRP,0,other
3,1,1869_weka.HyperPipes,0.540989,ok
3,1,1870_weka.InputMappedClassifier_ZeroR,0.522215,ok
3,1,1871_weka.OSDL,0.684606,ok
3,1,1872_weka.VFI,0.882353,ok
3,1,1873_weka.IB1,0.904255,ok
3,1,1874_weka.IBk,0.958698,ok
3,1,1875_weka.KStar,0.968398,ok
3,1,1876_weka.LBR,0.967146,ok
3,1,1877_weka.LWL_DecisionStump,0.720901,ok
3,1,1879_weka.KernelLogisticRegression_PolyKernel,0.973404,ok
3,1,1880_weka.LibLINEAR,0.966208,ok
3,1,1882_weka.Logistic,0.974343,ok
3,1,1885_weka.RBFClassifier,0.950876,ok
3,1,1888_weka.SGD,0.970275,ok
3,1,1913_weka.NaiveBayes,0.874218,ok
3,1,1914_weka.FilteredClassifier_Standardize_NaiveBayes,0.874218,ok
3,1,1916_weka.AttributeSelectedClassifier_PrincipalComponents_Ranker_J48,0.867647,ok
3,1,1917_weka.FilteredClassifier_PrincipalComponents_J48,0.867647,ok
3,1,1918_weka.A1DE,0.914894,ok
3,1,1919_weka.A2DE,0.934919,ok
3,1,1921_weka.BayesNet_K2,0.874218,ok
3,1,1924_weka.LibSVM,0.938673,ok
3,1,2015_weka.HNB,0.923342,ok
3,1,2016_weka.KernelLogisticRegression_RBFKernel,0.990613,ok
3,1,2017_weka.LibLINEAR,0.966521,ok
3,1,2019_weka.SimpleLogistic,0.970275,ok
3,1,2020_weka.SMO_PolyKernel,0.961514,ok
3,1,2021_weka.SMO_RBFKernel,0.914581,ok
3,1,2022_weka.SPegasos,0.937109,ok
3,1,2023_weka.Winnow,0.653004,ok
3,1,2024_weka.IBk,0.965269,ok
3,1,2025_weka.IBk,0.961514,ok
3,1,2026_weka.AdaBoostM1_DecisionStump,0.93836,ok
3,1,2027_weka.AdaBoostM1_DecisionStump,0.941176,ok
3,1,2028_weka.AdaBoostM1_DecisionStump,0.941802,ok
3,1,2029_weka.AdaBoostM1_DecisionStump,0.951815,ok
3,1,2030_weka.AdaBoostM1_DecisionStump,0.954318,ok
3,1,2031_weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_J48,0.940238,ok
3,1,2032_weka.Bagging_REPTree,0.991865,ok
3,1,2033_weka.Bagging_REPTree,0.990613,ok
3,1,2034_weka.Bagging_REPTree,0.990926,ok
3,1,2035_weka.Bagging_REPTree,0.989987,ok
3,1,2036_weka.Bagging_REPTree,0.9903,ok
3,1,2037_weka.Dagging_DecisionStump,0.660513,ok
3,1,2038_weka.Decorate,0.992178,ok
3,1,2039_weka.END_ND_J48,0.994681,ok
3,1,2040_weka.Grading_ZeroR,0.522215,ok
3,1,2041_weka.LogitBoost_DecisionStump,0.93836,ok
3,1,2042_weka.LogitBoost_DecisionStump,0.946496,ok
3,1,2043_weka.LogitBoost_DecisionStump,0.953066,ok
3,1,2044_weka.LogitBoost_DecisionStump,0.966521,ok
3,1,2045_weka.LogitBoost_DecisionStump,0.970901,ok
3,1,2046_weka.MultiBoostAB_DecisionStump,0.660513,ok
3,1,2047_weka.MultiBoostAB_DecisionStump,0.897685,ok
4,1,2048_weka.MultiBoostAB_DecisionStump,0.929825,ok
4,1,2049_weka.MultiBoostAB_DecisionStump,0.929825,ok
4,1,2050_weka.MultiBoostAB_DecisionStump,0.929825,ok
4,1,2051_weka.RacedIncrementalLogitBoost_DecisionStump,0.649123,ok
4,1,2052_weka.RandomSubSpace_REPTree,0.824561,ok
4,1,2053_weka.RandomSubSpace_REPTree,0.859649,ok
4,1,2054_weka.RandomSubSpace_REPTree,0.824561,ok
4,1,2055_weka.RandomSubSpace_REPTree,0.859649,ok
4,1,2056_weka.RandomSubSpace_REPTree,0.842105,ok
4,1,2057_weka.RealAdaBoost_DecisionStump,0.929825,ok
4,1,2058_weka.RealAdaBoost_DecisionStump,0.929825,ok
4,1,2059_weka.RealAdaBoost_DecisionStump,0.912281,ok
4,1,2060_weka.RealAdaBoost_DecisionStump,0.912281,ok
4,1,2061_weka.RealAdaBoost_DecisionStump,0.929825,ok
4,1,2062_weka.RotationForest_PrincipalComponents_J48,0.947368,ok
4,1,2063_weka.RotationForest_PrincipalComponents_J48,0.947368,ok
4,1,2064_weka.RotationForest_PrincipalComponents_J48,0.929825,ok
4,1,2065_weka.RotationForest_PrincipalComponents_J48,0.947368,ok
4,1,2066_weka.RotationForest_PrincipalComponents_J48,0.929825,ok
4,1,2067_weka.FURIA,0.877193,ok
4,1,2069_weka.ADTree,0.877193,ok
4,1,2070_weka.LADTree,0.894737,ok
4,1,2166_weka.FilteredClassifier_Discretize_J48,0.824561,ok
4,1,1838_weka.J48,0.789474,ok
4,1,1839_weka.ZeroR,0.649123,ok
4,1,1840_weka.Ridor,0.877193,ok
4,1,1841_weka.OneR,0.754386,ok
4,1,1842_weka.Prism,0,other
4,1,1843_weka.PART,0.789474,ok
4,1,1844_weka.OLM,0.701754,ok
4,1,1845_weka.NNge,0.859649,ok
4,1,1846_weka.SimpleCart,0.824561,ok
4,1,1847_weka.REPTree,0.754386,ok
4,1,1848_weka.RandomTree,0.824561,ok
4,1,1849_weka.RandomForest,0.877193,ok
4,1,1850_weka.NBTree,0.947368,ok
4,1,1852_weka.LMT,0.929825,ok
4,1,1854_weka.J48graft,0.789474,ok
4,1,1856_weka.Id3,0,other
4,1,1857_weka.HoeffdingTree,0.912281,ok
4,1,1858_weka.FT,0.947368,ok
4,1,1859_weka.ExtraTree,0,other
4,1,1860_weka.DecisionStump,0.842105,ok
4,1,1861_weka.BFTree,0.824561,ok
4,1,1864_weka.JRip,0.877193,ok
4,1,1866_weka.DecisionTable_BestFirst,0.807018,ok
4,1,1867_weka.ConjunctiveRule,0.842105,ok
4,1,1868_weka.CHIRP,0.859649,ok
4,1,1869_weka.HyperPipes,0.929825,ok
4,1,1870_weka.InputMappedClassifier_ZeroR,0.649123,ok
4,1,1871_weka.OSDL,0,other
4,1,1872_weka.VFI,0.894737,ok
4,1,1873_weka.IB1,0.842105,ok
4,1,1874_weka.IBk,0.842105,ok
4,1,1875_weka.KStar,0.929825,ok
4,1,1876_weka.LBR,0,other
4,1,1877_weka.LWL_DecisionStump,0.859649,ok
4,1,1879_weka.KernelLogisticRegression_PolyKernel,0.929825,ok
4,1,1880_weka.LibLINEAR,0.929825,ok
4,1,1882_weka.Logistic,0.947368,ok
4,1,1885_weka.RBFClassifier,0.929825,ok
4,1,1888_weka.SGD,0.912281,ok
4,1,1913_weka.NaiveBayes,0.964912,ok
4,1,1914_weka.FilteredClassifier_Standardize_NaiveBayes,0.947368,ok
4,1,1916_weka.AttributeSelectedClassifier_PrincipalComponents_Ranker_J48,0.859649,ok
4,1,1917_weka.FilteredClassifier_PrincipalComponents_J48,0.859649,ok
4,1,1918_weka.A1DE,0.894737,ok
4,1,1919_weka.A2DE,0.894737,ok
4,1,1921_weka.BayesNet_K2,0.894737,ok
4,1,1924_weka.LibSVM,0.929825,ok
4,1,2015_weka.HNB,0,other
4,1,2016_weka.KernelLogisticRegression_RBFKernel,0.964912,ok
4,1,2017_weka.LibLINEAR,0.929825,ok
4,1,2019_weka.SimpleLogistic,0.929825,ok
4,1,2020_weka.SMO_PolyKernel,0.947368,ok
4,1,2021_weka.SMO_RBFKernel,0.649123,ok
4,1,2022_weka.SPegasos,0.929825,ok
4,1,2023_weka.Winnow,0,other
4,1,2024_weka.IBk,0.877193,ok
4,1,2025_weka.IBk,0.859649,ok
4,1,2026_weka.AdaBoostM1_DecisionStump,0.929825,ok
4,1,2027_weka.AdaBoostM1_DecisionStump,0.912281,ok
4,1,2028_weka.AdaBoostM1_DecisionStump,0.929825,ok
4,1,2029_weka.AdaBoostM1_DecisionStump,0.929825,ok
4,1,2030_weka.AdaBoostM1_DecisionStump,0.929825,ok
4,1,2031_weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_J48,0.789474,ok
4,1,2032_weka.Bagging_REPTree,0.859649,ok
4,1,2033_weka.Bagging_REPTree,0.894737,ok
4,1,2034_weka.Bagging_REPTree,0.877193,ok
4,1,2035_weka.Bagging_REPTree,0.877193,ok
4,1,2036_weka.Bagging_REPTree,0.859649,ok
4,1,2037_weka.Dagging_DecisionStump,0.842105,ok
4,1,2038_weka.Decorate,0.929825,ok
4,1,2039_weka.END_ND_J48,0.789474,ok
4,1,2040_weka.Grading_ZeroR,0.649123,ok
4,1,2041_weka.LogitBoost_DecisionStump,0.912281,ok
4,1,2042_weka.LogitBoost_DecisionStump,0.929825,ok
4,1,2043_weka.LogitBoost_DecisionStump,0.929825,ok
4,1,2044_weka.LogitBoost_DecisionStump,0.912281,ok
4,1,2045_weka.LogitBoost_DecisionStump,0.929825,ok
4,1,2046_weka.MultiBoostAB_DecisionStump,0.877193,ok
4,1,2047_weka.MultiBoostAB_DecisionStump,0.894737,ok
5,1,2048_weka.MultiBoostAB_DecisionStump,0.553097,ok
5,1,2049_weka.MultiBoostAB_DecisionStump,0.553097,ok
5,1,2050_weka.MultiBoostAB_DecisionStump,0.553097,ok
5,1,2051_weka.RacedIncrementalLogitBoost_DecisionStump,0.542035,ok
5,1,2052_weka.RandomSubSpace_REPTree,0.692478,ok
5,1,2053_weka.RandomSubSpace_REPTree,0.69469,ok
5,1,2054_weka.RandomSubSpace_REPTree,0.699115,ok
5,1,2055_weka.RandomSubSpace_REPTree,0.701327,ok
5,1,2056_weka.RandomSubSpace_REPTree,0.710177,ok
5,1,2057_weka.RealAdaBoost_DecisionStump,0,other
5,1,2058_weka.RealAdaBoost_DecisionStump,0,other
5,1,2059_weka.RealAdaBoost_DecisionStump,0,other
5,1,2060_weka.RealAdaBoost_DecisionStump,0,other
5,1,2061_weka.RealAdaBoost_DecisionStump,0,other
5,1,2062_weka.RotationForest_PrincipalComponents_J48,0.75,ok
5,1,2063_weka.RotationForest_PrincipalComponents_J48,0.747788,ok
5,1,2064_weka.RotationForest_PrincipalComponents_J48,0.75885,ok
5,1,2065_weka.RotationForest_PrincipalComponents_J48,0.752212,ok
5,1,2066_weka.RotationForest_PrincipalComponents_J48,0.75885,ok
5,1,2067_weka.FURIA,0.650442,ok
5,1,2069_weka.ADTree,0,other
5,1,2070_weka.LADTree,0.690265,ok
5,1,2166_weka.FilteredClassifier_Discretize_J48,0.707965,ok
5,1,1838_weka.J48,0.634956,ok
5,1,1839_weka.ZeroR,0.542035,ok
5,1,1840_weka.Ridor,0.652655,ok
5,1,1841_weka.OneR,0.59292,ok
5,1,1842_weka.Prism,0,other
5,1,1843_weka.PART,0.659292,ok
5,1,1844_weka.OLM,0.542035,ok
5,1,1845_weka.NNge,0.661504,ok
5,1,1846_weka.SimpleCart,0.701327,ok
5,1,1847_weka.REPTree,0.681416,ok
5,1,1848_weka.RandomTree,0.517699,ok
5,1,1849_weka.RandomForest,0.670354,ok
5,1,1850_weka.NBTree,0.637168,ok
5,1,1852_weka.LMT,0.734513,ok
5,1,1854_weka.J48graft,0.674779,ok
5,1,1856_weka.Id3,0,other
5,1,1857_weka.HoeffdingTree,0.542035,ok
5,1,1858_weka.FT,0.681416,ok
5,1,1859_weka.ExtraTree,0,other
5,1,1860_weka.DecisionStump,0.553097,ok
5,1,1861_weka.BFTree,0.650442,ok
5,1,1864_weka.JRip,0.721239,ok
5,1,1866_weka.DecisionTable_BestFirst,0.665929,ok
5,1,1867_weka.ConjunctiveRule,0.542035,ok
5,1,1868_weka.CHIRP,0.639381,ok
5,1,1869_weka.HyperPipes,0.606195,ok
5,1,1870_weka.InputMappedClassifier_ZeroR,0.542035,ok
5,1,1871_weka.OSDL,0,other
5,1,1872_weka.VFI,0.477876,ok
5,1,1873_weka.IB1,0.533186,ok
5,1,1874_weka.IBk,0.533186,ok
5,1,1875_weka.KStar,0.55531,ok
5,1,1876_weka.LBR,0,other
5,1,1877_weka.LWL_DecisionStump,0.581858,ok
5,1,1879_weka.KernelLogisticRegression_PolyKernel,0,other
5,1,1880_weka.LibLINEAR,0.60177,ok
5,1,1882_weka.Logistic,0.530973,ok
5,1,1885_weka.RBFClassifier,0.612832,ok
5,1,1888_weka.SGD,0,other
5,1,1913_weka.NaiveBayes,0.630531,ok
5,1,1914_weka.FilteredClassifier_Standardize_NaiveBayes,0.637168,ok
5,1,1916_weka.AttributeSelectedClassifier_PrincipalComponents_Ranker_J48,0.493363,ok
5,1,1917_weka.FilteredClassifier_PrincipalComponents_J48,0.493363,ok
5,1,1918_weka.A1DE,0.730088,ok
5,1,1919_weka.A2DE,0,other
5,1,1921_weka.BayesNet_K2,0.707965,ok
5,1,1924_weka.LibSVM,0.542035,ok
5,1,2015_weka.HNB,0,other
5,1,2016_weka.KernelLogisticRegression_RBFKernel,0,other
5,1,2017_weka.LibLINEAR,0.59292,ok
5,1,2019_weka.SimpleLogistic,0.734513,ok
5,1,2020_weka.SMO_PolyKernel,0.712389,ok
5,1,2021_weka.SMO_RBFKernel,0.542035,ok
5,1,2022_weka.SPegasos,0,other
5,1,2023_weka.Winnow,0,other
5,1,2024_weka.IBk,0.584071,ok
5,1,2025_weka.IBk,0.588496,ok
5,1,2026_weka.AdaBoostM1_DecisionStump,0.553097,ok
5,1,2027_weka.AdaBoostM1_DecisionStump,0.553097,ok
5,1,2028_weka.AdaBoostM1_DecisionStump,0.553097,ok
5,1,2029_weka.AdaBoostM1_DecisionStump,0.553097,ok
